
[asn.txt]                                        2008-12-14 03:45:01Z

This file contains a list of autonomous system numbers and names of all
registered ASNs.  The column on the right below contains the ARIN
database "handle" of the technical, abuse or NOC contacts for the ASN.  
Additional information may be obtained about any of the ASN contacts
in this list by querying the ARIN WHOIS server.  For questions or updates 
on this information please contact the ARIN Registration Services Hostmaster 
staff, HOSTMASTER@ARIN.NET.

AS Number               AS Name                                            POC Handles
 21599                   LACNIC-21599                                       LACNIC-ARIN (Tech)
 21600                   LMR                                                CB1086-ARIN (Tech)
 21601                   WEBSOFT-NET                                        CC2816-ARIN (Tech)
 21602                   T-TAG                                              NOC2693-ARIN (Tech)
 21603                   LACNIC-21603                                       LACNIC-ARIN (Tech)
 21604                   CHEMONICS-USA                                      PS803-ARIN (Tech)
 21605                   INCURRENTCORP                                      RA623-ARIN (Tech), SYSTE73-ARIN (Tech)
 21606                   ECASHMGT-COM                                       CL657-ARIN (Tech)
 21607                   DEPLOYLINUX                                        MM1284-ARIN (Tech)
 21608                   HCSCNET10                                          MSA111-ARIN (Abuse)
 21609                   CSI-01                                             WB260-ARIN (Tech)
 21610                   CRYSTAL                                            AK549-ARIN (Tech)
 21611                   NET-WSGWIN                                         JMA170-ARIN (Tech)
 21612                   LACNIC-21612                                       LACNIC-ARIN (Tech)
 21613                   LIGHTNINGX                                         AF171-ARIN (Tech)
 21614                   LACNIC-21614                                       LACNIC-ARIN (Tech)
 21615                   CEBRIDGE                                           IPADM161-ARIN (Tech)
 21616                   NECA                                               RKA83-ARIN (Abuse)
 21617                   NARA                                               HU6-ARIN (Tech), HUD-ARIN (Tech)
 21618                   DDIAS-DL                                           ITADM17-ARIN (Abuse)
 21619                   GREYWOLF-CAPITAL                                   RNOC-ARIN (Tech)
 21620                   AIRVERSENT                                         ADMIN1120-ARIN (Abuse)
 21621                   RESPONSYS-2                                        DNSAD36-ARIN (Tech)
 21622                   PR-NEWSWIRE-USA-1                                  GR60-ARIN (Tech), PYA7-ARIN (Tech)
 21623                   SPACELINK                                          JF983-ARIN (Tech)
 21624                   MILSTREAM-ASN                                      MILST-ARIN (Tech)
 21625                   VODAFONEGROUP-GLOBAL                               KG405-ARIN (Tech)
 21626                   DMPAYROLL                                          WD181-ARIN (Tech)
 21627                   RICHMOND-CONNECTIONS                               RG77-ARIN (Tech), IAAC2-ARIN (Abuse), NETWO1922-ARIN (Tech), NETWO1934-ARIN (Tech)
 21628                   TWRS-SEA                                           ABUSE615-ARIN (Abuse), ZC208-ARIN (Tech)
 21629                   AMCC-NET                                           TM1096-ARIN (Tech)
 21630                   PDS-NEWROADS                                       GG114-ARIN (Tech)
 21631                   MTREX-NET                                          CO200-ARIN (Tech)
 21632                   MUDDLEWORKS                                        DM1759-ARIN (Tech)
 21633                   DOI-NBC-NET                                        BM1297-ARIN (Tech), RICKE-ARIN (Tech), STEVE25-ARIN (Tech)
 21634                   UNTAN-ASN1                                         VHA14-ARIN (Abuse), JIR15-ARIN (Tech)
 21635                   PCCWBTN-AS                                         BR474-ARIN (Tech)
 21636                   PROMETRIC                                          NETWO2646-ARIN (Tech)
 21637                   BROADBANDIP                                        BH1007-ARIN (Tech), BAC18-ARIN (Abuse)
 21638                   PRINCESS-COM                                       CG211-ARIN (Tech)
 21639                   MH2                                                RB1467-ARIN (Tech)
 21640                   DIVO                                               DNN2-ARIN (Tech)
 21641                   MBPHOUSTON                                         EG269-ARIN (Tech)
 21642                   MBPWASHDC                                          EG269-ARIN (Tech)
 21643                   MBPNY                                              EG269-ARIN (Tech)
 21644                   MBPLA                                              EG269-ARIN (Tech)
 21645                   MBPCHARLOTTE                                       EG269-ARIN (Tech)
 21646                   FISHER                                             ZF56-ARIN (Tech)
 21647                   TARO-INTERNET-USA-1                                SSH63-ARIN (Tech)
 21648                   SNINET-1                                           KRE31-ARIN (Tech)
 21649                   DCAS                                               SW873-ARIN (Tech)
 21650                   WESTTELCORP                                        WESTC-ARIN (Tech)
 21651                   AAL                                                PN83-ARIN (Tech)
 21652                   PWC                                                ADL8-ARIN (Tech)
 21653                   CIMCO3                                             ABUSE982-ARIN (Abuse), ISPGR-ARIN (Tech)
 21655                   BTR                                                NOC2732-ARIN (Tech)
 21656                   FIRST-ANALYSIS                                     EH297-ARIN (Tech)
 21657                   INTERNETAVENUES                                    GP417-ARIN (Tech)
 21658                   TENASN1                                            GD446-ARIN (Tech)
 21659                   QUATERN-NJ                                         NCTDE-ARIN (Tech)
 21660                   UBG-BUILDER-INC                                    ISADM-ARIN (Tech)
 21661                   NEEBA                                              NOC2897-ARIN (Tech)
 21663                   DICA-ASN                                           RHM4-ARIN (Tech)
 21664                   TTSL-2                                             JPS67-ARIN (Tech)
 21665                   MAGUIRE-PROPERTIES                                 JCY6-ARIN (Tech)
 21666                   OSFHEALTHCARE-AS                                   RSW8-ARIN (Tech), SM1093-ARIN (Tech)
 21667                   WGT-AS-01                                          NOC1827-ARIN (Tech)
 21668                   DHD-MEDIA                                          JM650-ARIN (Tech)
 21669                   NJ-STATEWIDE-LIBRARY-NETWORK                       NETWO851-ARIN (Tech)
 21670                   AUDIBLE                                            MS1973-ARIN (Tech)
 21671                   MBHYDRO                                            BH154-ARIN (Tech)
 21672                   LADCFS                                             ITS12-ARIN (Tech)
